long,lat,epsg3413_x,epsg3413_y,elevation,id,meters_from_site,inclination_from_site,bearing_from_site
-149.0490282925,61.8837663006,-3013012.5,753967.5,1875.338,875,2700.379,11.93883628,191.59391108
-149.0643374098,61.9126105114,-3009597.5,753967.5,1856.205,876,1255.656,23.72465312,285.14064168
-149.0644047255,61.9127372098,-3009582.5,753967.5,1860.462,877,1266.103,23.71195564,285.42728225
-149.0489388149,61.8837768682,-3013012.5,753962.5,1876.053,878,2698.707,11.96055486,191.38854597
-149.0642478426,61.9126210916,-3009597.5,753962.5,1854.857,879,1252.058,23.73358171,285.23343883
-149.0643151579,61.91274779,-3009582.5,753962.5,1861.763,880,1262.535,23.82098282,285.52079094
-149.0488493372,61.8837874357,-3013012.5,753957.5,1876.388,881,2697.045,11.97452138,191.18269766
-149.0642255903,61.9127583702,-3009582.5,753957.5,1862.573,882,1258.976,23.91159496,285.61505126
-149.0642480287,61.912800603,-3009577.5,753957.5,1866.279,883,1262.499,23.99285405,285.7104643
-149.0641584609,61.9128111832,-3009577.5,753952.5,1868.736,884,1258.960,24.14584307,285.80571741
-149.0487375522,61.8839352623,-3012997.5,753947.5,1874.471,885,2679.580,12.01109277,190.98662343
-149.0595602298,61.9043330221,-3010582.5,753947.5,1503.000,886,892.096,12.55262711,259.5212013
-149.064068893,61.9128217632,-3009577.5,753947.5,1870.327,887,1255.432,24.26627676,285.90173957
-149.0640913312,61.9128639961,-3009572.5,753947.5,1872.098,888,1258.984,24.27269536,285.99731016
-149.0486480739,61.8839458297,-3012997.5,753942.5,1876.458,889,2677.934,12.0589313,190.77861441
-149.0505514908,61.8875354419,-3012572.5,753942.5,1790.827,890,2280.799,12.03992285,197.85512906
-149.0594482642,61.9043013662,-3010587.5,753942.5,1500.893,891,887.796,12.48193288,259.33072832
-149.0594931122,61.9043858306,-3010577.5,753942.5,1503.433,892,886.507,12.65591442,259.66786234
-149.0640017631,61.9128745761,-3009572.5,753942.5,1872.813,893,1255.475,24.35975559,286.0943404
-149.0640242013,61.912916809,-3009567.5,753942.5,1874.844,894,1259.047,24.37539038,286.18983198
-149.0485362055,61.8839141664,-3013002.5,753937.5,1879.424,895,2681.021,12.10605319,190.49803922
-149.0504620013,61.8875460108,-3012572.5,753937.5,1791.234,896,2278.875,12.05959125,197.62711473
-149.059336299,61.9042697101,-3010592.5,753937.5,1496.490,897,883.531,12.2679768,259.13767584
-149.0594932666,61.9045653359,-3010557.5,753937.5,1499.524,898,879.290,12.51386538,260.32132132
-149.0595156909,61.9046075681,-3010552.5,753937.5,1498.761,899,878.796,12.47326908,260.48912779
-149.063934633,61.9129273889,-3009567.5,753937.5,1876.055,900,1255.559,24.48101363,286.28787678
-149.0639570711,61.9129696219,-3009562.5,753937.5,1878.592,901,1259.150,24.5149676,286.38328528
-149.0639795093,61.9130118548,-3009557.5,753937.5,1880.302,902,1262.752,24.51749937,286.47838396
-149.0484243374,61.883882503,-3013007.5,753932.5,1881.056,903,2684.124,12.12577263,190.21771956
-149.0484467272,61.8839247337,-3013002.5,753932.5,1881.278,904,2679.394,12.15108022,190.28932897
-149.0503725117,61.8875565796,-3012572.5,753932.5,1791.408,905,2276.961,12.07361702,197.39827539
-149.0592243339,61.904238054,-3010597.5,753932.5,1493.542,906,879.302,12.14166179,258.94199559
-149.0592467575,61.9042802863,-3010592.5,753932.5,1496.180,907,878.581,12.31564072,259.1133736
-149.0483348591,61.8838930702,-3013007.5,753927.5,1881.915,908,2682.508,12.15040197,190.00879649
-149.0502830221,61.8875671483,-3012572.5,753927.5,1791.806,909,2275.055,12.09300153,197.16861388
-149.0591123692,61.9042063978,-3010602.5,753927.5,1491.125,910,875.110,12.04687049,258.74363823
-149.0591347925,61.90424863,-3010597.5,753927.5,1493.461,911,874.357,12.20324459,258.91636864
-149.063777934,61.9129907816,-3009562.5,753927.5,1879.931,912,1252.224,24.68508601,286.58222181
-149.0638003719,61.9130330146,-3009557.5,753927.5,1881.449,913,1255.845,24.67958409,286.67776564
-149.0482229913,61.8838614066,-3013012.5,753922.5,1883.592,914,2685.636,12.17085326,189.72854311
-149.0501711368,61.8875354861,-3012577.5,753922.5,1792.773,915,2277.789,12.10218469,196.84392996
-149.0590228278,61.9042169737,-3010602.5,753922.5,1490.713,916,870.170,12.08725612,258.716653
-149.0637108032,61.9130435944,-3009557.5,753922.5,1880.866,917,1252.408,24.7172368,286.77867294
-149.063733241,61.9130858274,-3009552.5,753922.5,1881.098,918,1256.048,24.66285787,286.87412273
-149.0499696711,61.8873348999,-3012602.5,753917.5,1790.535,919,2299.096,11.93991482,196.14759329
-149.0499920661,61.8873771309,-3012597.5,753917.5,1790.918,920,2294.455,11.97250942,196.24002661
-149.048066424,61.8839247713,-3013007.5,753912.5,1885.560,921,2677.710,12.24602712,189.37928618
-149.058821322,61.9041958931,-3010607.5,753912.5,1486.749,922,861.086,11.95878873,258.48545462
-149.0479769454,61.8839353382,-3013007.5,753907.5,1887.079,923,2676.127,12.28411156,189.16854959
-149.0587093578,61.9041642365,-3010612.5,753907.5,1482.844,924,856.980,11.76440232,258.27871456
-149.063419659,61.9130331003,-3009562.5,753907.5,1876.111,925,1238.497,24.78011886,286.98994071
-149.06333009,61.9130436798,-3009562.5,753902.5,1877.669,926,1235.092,24.89969459,287.0939773
-149.063240521,61.9130542593,-3009562.5,753897.5,1878.737,927,1231.698,25.00076647,287.19887625
-149.0632629582,61.9130964924,-3009557.5,753897.5,1879.922,928,1235.379,24.98052571,287.29575167
-149.047842843,61.8842204231,-3012977.5,753892.5,1882.798,929,2642.930,12.34509922,188.95407208
-149.063173389,61.9131070718,-3009557.5,753892.5,1878.849,930,1232.006,24.99954617,287.40174408
-149.0477309744,61.8841887591,-3012982.5,753887.5,1886.450,931,2646.115,12.4061373,188.66955318
-149.0630838197,61.9131176511,-3009557.5,753887.5,1875.966,932,1228.645,24.9491484,287.50861877
-149.0631062566,61.9131598842,-3009552.5,753887.5,1873.388,933,1232.355,24.7844063,287.60560075
-149.0476638837,61.8842415566,-3012977.5,753882.5,1888.247,934,2639.808,12.4720404,188.52530862
-149.0630166872,61.9131704635,-3009552.5,753882.5,1870.985,935,1229.015,24.75132706,287.71358556
-149.0630391241,61.9132126967,-3009547.5,753882.5,1869.145,936,1232.745,24.61472732,287.81044832
-149.047574404,61.8842521232,-3012977.5,753877.5,1889.869,937,2638.260,12.51270612,188.31026503
-149.0629495544,61.9132232759,-3009547.5,753877.5,1866.081,938,1229.425,24.55526316,287.91955002
-149.0474849242,61.8842626897,-3012977.5,753872.5,1888.442,939,2636.720,12.49023572,188.09478649
-149.0628599846,61.9132338551,-3009547.5,753872.5,1864.289,940,1226.118,24.54440626,288.02956439
-149.0628824213,61.9132760882,-3009542.5,753872.5,1864.496,941,1229.876,24.48619921,288.1265141
-149.0474178329,61.8843154871,-3012972.5,753867.5,1885.980,942,2630.428,12.46805817,187.94831785
-149.0627928514,61.9132866674,-3009542.5,753867.5,1864.793,943,1226.590,24.5555516,288.23766221
-149.0627032814,61.9132972464,-3009542.5,753862.5,1863.654,944,1223.316,24.56940156,288.34974387
-149.0627257179,61.9133394797,-3009537.5,753862.5,1863.150,945,1227.104,24.48296743,288.44676828
-149.0626361476,61.9133500587,-3009537.5,753857.5,1862.805,946,1223.851,24.52702928,288.5600007
-149.0472613341,61.8845583409,-3012947.5,753852.5,1873.743,947,2602.046,12.34283338,187.64338611
-149.0625465774,61.9133606376,-3009537.5,753852.5,1859.341,948,1220.610,24.44986131,288.67418797
-149.0471942416,61.8846111383,-3012942.5,753847.5,1872.938,949,2595.766,12.35482972,187.49361525
-149.062457007,61.9133712165,-3009537.5,753847.5,1856.538,950,1217.381,24.39777901,288.78934132
-149.0471047604,61.8846217045,-3012942.5,753842.5,1870.447,951,2594.259,12.3092885,187.27346044
-149.0623674366,61.9133817953,-3009537.5,753842.5,1854.830,952,1214.164,24.38801557,288.90547212
-149.0470376674,61.8846745018,-3012937.5,753837.5,1869.782,953,2587.990,12.32414178,187.12214519
-149.0469705742,61.884727299,-3012932.5,753832.5,1866.670,954,2581.724,12.28720452,186.97001666
-149.0469034807,61.8847800962,-3012927.5,753827.5,1862.716,955,2575.463,12.23218542,186.81707044
-149.046858775,61.8848751244,-3012917.5,753822.5,1861.313,956,2564.430,12.25329281,186.73256431
-149.0467692929,61.8848856905,-3012917.5,753817.5,1858.877,957,2562.953,12.20812703,186.50870732
-149.0467021986,61.8849384876,-3012912.5,753812.5,1858.226,958,2556.705,12.2231208,186.3532816
-149.0616954024,61.9131918665,-3009567.5,753812.5,1840.493,959,1171.907,24.58321719,289.02349379
-149.046635104,61.8849912846,-3012907.5,753807.5,1856.680,960,2550.460,12.21896714,186.19702056
-149.0616058323,61.9132024447,-3009567.5,753807.5,1842.857,961,1168.715,24.73810086,289.14557179
-149.061628267,61.9132446781,-3009562.5,753807.5,1846.005,962,1172.573,24.79332132,289.24672382
-149.0465456214,61.8850018505,-3012907.5,753802.5,1857.713,963,2549.005,12.24791531,185.97126399
-149.0615611313,61.9132974898,-3009557.5,753802.5,1853.697,964,1173.280,25.08900171,289.47107044
-149.0464561387,61.8850124164,-3012907.5,753797.5,1859.041,965,2547.558,12.28317849,185.7451054
-149.0614715608,61.9133080679,-3009557.5,753797.5,1857.601,966,1170.134,25.30459783,289.59574217
-149.0614939953,61.9133503014,-3009552.5,753797.5,1859.864,967,1174.030,25.32135802,289.69653514
-149.046366656,61.8850229821,-3012907.5,753792.5,1859.994,968,2546.121,12.31037786,185.51855079
-149.0614268591,61.913403113,-3009547.5,753792.5,1857.771,969,1174.821,25.2229573,289.92311927
-149.0614492937,61.9134453464,-3009542.5,753792.5,1857.148,970,1178.744,25.12459407,290.02333384
-149.0614717284,61.9134875799,-3009537.5,753792.5,1856.983,971,1182.675,25.04480972,290.12316051
-149.0613821572,61.913498158,-3009537.5,753787.5,1856.449,972,1179.596,25.0808426,290.2508419
-149.0614045918,61.9135403915,-3009532.5,753787.5,1857.078,973,1183.545,25.03239293,290.35047028
-149.0613150204,61.9135509696,-3009532.5,753782.5,1855.293,974,1180.490,25.01814853,290.47946538
-149.0613374549,61.9135932031,-3009527.5,753782.5,1854.868,975,1184.457,24.92764269,290.57888917
-149.0461429816,61.8851391415,-3012897.5,753777.5,1860.606,976,2532.267,12.38886728,184.97062289
-149.0612478833,61.9136037811,-3009527.5,753777.5,1852.044,977,1181.425,24.87118481,290.70920517
-149.0612703178,61.9136460146,-3009522.5,753777.5,1851.004,978,1185.410,24.75619956,290.808418
-149.0460534983,61.8851497071,-3012897.5,753772.5,1860.837,979,2530.860,12.40052814,184.74182385
-149.061180746,61.9136565926,-3009522.5,753772.5,1848.106,980,1182.402,24.69579266,290.94006204
-149.045964015,61.8851602725,-3012897.5,753767.5,1861.512,981,2529.463,12.42175448,184.51265305
-149.0610911741,61.9136671705,-3009522.5,753767.5,1846.229,982,1179.408,24.67576275,291.0728696
-149.0458745315,61.8851708379,-3012897.5,753762.5,1862.380,983,2528.074,12.44712817,184.28311693
-149.045785048,61.8851814033,-3012897.5,753757.5,1863.306,984,2526.695,12.47372671,184.053222
-149.0608895962,61.9136460924,-3009527.5,753757.5,1844.939,985,1169.434,24.80878507,291.24212363
-149.0609120302,61.9136883261,-3009522.5,753757.5,1844.786,986,1173.460,24.72770888,291.34203171
-149.0456955644,61.8851919686,-3012897.5,753752.5,1863.607,987,2525.325,12.4868015,183.82297486
-149.0608000242,61.9136566701,-3009527.5,753752.5,1843.528,988,1166.471,24.80711533,291.378338
-149.0608224581,61.9136989038,-3009522.5,753752.5,1842.958,989,1170.507,24.70883947,291.47841496
-149.0456060808,61.8852025338,-3012897.5,753747.5,1862.225,990,2523.964,12.4634143,183.59238214
-149.0607328859,61.9137094814,-3009522.5,753747.5,1839.837,991,1167.567,24.63714858,291.61601914
-149.0455165971,61.8852130989,-3012897.5,753742.5,1860.894,992,2522.612,12.4410616,183.36145055
-149.0606433137,61.9137200589,-3009522.5,753742.5,1837.377,993,1164.642,24.59169938,291.75485913
-149.0454494995,61.8852658954,-3012892.5,753737.5,1861.743,994,2516.452,12.48898663,183.19459117
-149.0605537414,61.9137306364,-3009522.5,753737.5,1833.677,995,1161.731,24.49508221,291.89494999
-149.0605761749,61.9137728701,-3009517.5,753737.5,1832.151,996,1165.805,24.35726985,291.99510328
-149.0453600155,61.8852764604,-3012892.5,753732.5,1864.107,997,2515.116,12.54674025,182.96261391
-149.0452705315,61.8852870254,-3012892.5,753727.5,1866.053,998,2513.789,12.59540063,182.73031507
-149.0451810473,61.8852975903,-3012892.5,753722.5,1866.678,999,2512.471,12.61536857,182.49770161
-149.060262591,61.9137201348,-3009527.5,753722.5,1823.020,1000,1148.986,24.29445219,292.22183935
-149.0450915631,61.8853081551,-3012892.5,753717.5,1867.236,1001,2511.163,12.6338533,182.2647806
-149.0450020789,61.8853187199,-3012892.5,753712.5,1868.369,1002,2509.864,12.66479357,182.03155914
-149.0448902091,61.8852870531,-3012897.5,753707.5,1870.106,1003,2513.407,12.68521676,181.73601797
-149.0448007248,61.8852976177,-3012897.5,753702.5,1873.056,1004,2512.129,12.75547873,181.50262446
-149.0447112405,61.8853081822,-3012897.5,753697.5,1874.299,1005,2510.860,12.78869088,181.26895522
-149.0446217561,61.8853187467,-3012897.5,753692.5,1874.034,1006,2509.601,12.78915125,181.03501755
-149.0445322716,61.8853293112,-3012897.5,753687.5,1873.707,1007,2508.351,12.78820042,180.80081881
-149.044442787,61.8853398755,-3012897.5,753682.5,1873.754,1008,2507.110,12.79534713,180.56636639
-149.0443533024,61.8853504398,-3012897.5,753677.5,1872.803,1009,2505.879,12.78075035,180.33166776
-149.0552180743,61.9058331787,-3010472.5,753677.5,1466.372,1010,614.758,14.76332112,263.07043341
-149.0552404929,61.9058754119,-3010467.5,753677.5,1468.796,1011,614.743,14.97473179,263.30102638
-149.0442638177,61.885361004,-3012897.5,753672.5,1872.167,1012,2504.657,12.77295181,180.09673041
-149.0551061076,61.9058015185,-3010477.5,753672.5,1462.532,1013,609.814,14.54019949,262.83561297
-149.0551733631,61.9059282184,-3010462.5,753672.5,1469.533,1014,609.770,15.15581641,263.53306648
-149.0551957817,61.9059704517,-3010457.5,753672.5,1469.639,1015,609.837,15.16352944,263.76408475
-149.0441519486,61.8853293365,-3012902.5,753667.5,1873.072,1016,2508.297,12.77467749,179.80310542
-149.0551062329,61.9059810248,-3010457.5,753667.5,1469.503,1017,604.838,15.27102513,263.76818704
-149.0551286515,61.9060232582,-3010452.5,753667.5,1469.074,1018,604.947,15.2306159,264.00035299
-149.0440624639,61.8853399006,-3012902.5,753662.5,1873.500,1019,2507.096,12.78989689,179.56814317
-149.055061521,61.9060760646,-3010447.5,753662.5,1468.308,1020,600.100,15.27982384,264.23975754
-149.0439953632,61.8853926963,-3012897.5,753657.5,1875.351,1021,2501.048,12.86011184,179.3905618
-149.0439058782,61.8854032603,-3012897.5,753652.5,1877.043,1022,2499.863,12.90284814,179.15474555
-149.054904841,61.906139444,-3010442.5,753652.5,1466.426,1023,590.302,15.3515472,264.4925736
-149.0586048208,61.9131079984,-3009617.5,753652.5,1777.076,1024,1035.123,24.54474844,292.4438879
-149.0586272507,61.9131502323,-3009612.5,753652.5,1782.298,1025,1039.236,24.69711154,292.5558544
-149.0586496807,61.9131924663,-3009607.5,753652.5,1785.467,1026,1043.357,24.75480338,292.66729194
-149.0585601094,61.9132030423,-3009607.5,753647.5,1788.879,1027,1040.539,24.96838957,292.83042447
-149.0585825393,61.9132452762,-3009602.5,753647.5,1791.013,1028,1044.679,24.97766835,292.94150682
-149.0586049693,61.9132875102,-3009597.5,753647.5,1791.828,1029,1048.826,24.92752313,293.05206134
-149.0437492918,61.8854666198,-3012892.5,753642.5,1879.746,1030,2492.660,12.99790234,178.73902104
-149.0547481602,61.9062028232,-3010437.5,753642.5,1465.558,1031,580.555,15.51736467,264.75314304
-149.0547705784,61.9062450566,-3010432.5,753642.5,1465.130,1032,580.841,15.4708908,264.99191192
-149.0585378276,61.9133403202,-3009592.5,753642.5,1794.819,1033,1050.212,25.03274175,293.32736404
-149.0585602577,61.9133825542,-3009587.5,753642.5,1796.873,1034,1054.385,25.03742125,293.43702461
-149.0585826878,61.9134247882,-3009582.5,753642.5,1799.471,1035,1058.564,25.0660928,293.54616159
-149.0586051179,61.9134670222,-3009577.5,753642.5,1802.357,1036,1062.751,25.10713698,293.65477794
-149.0586275482,61.9135092562,-3009572.5,753642.5,1804.373,1037,1066.945,25.10934423,293.76287659
-149.0436598065,61.8854771836,-3012892.5,753637.5,1880.697,1038,2491.502,13.02449805,178.50218206
-149.0585379758,61.9135198322,-3009572.5,753637.5,1806.940,1039,1064.237,25.27846725,293.93038094
-149.058560406,61.9135620662,-3009567.5,753637.5,1808.070,1040,1068.448,25.24079718,294.03809557
-149.0435703211,61.8854877473,-3012892.5,753632.5,1879.292,1041,2490.353,12.99960103,178.26516338
-149.0543448854,61.9058016343,-3010487.5,753632.5,1449.930,1042,570.070,14.324014,262.30348198
-149.0543673026,61.9058438678,-3010482.5,753632.5,1451.591,1043,569.922,14.4841586,262.55479156
-149.0546138967,61.9063084357,-3010427.5,753632.5,1463.616,1044,571.195,15.57849224,265.26380713
-149.0584708334,61.9135726422,-3009567.5,753632.5,1809.432,1045,1065.767,25.3561848,294.20739425
-149.0584932635,61.9136148762,-3009562.5,753632.5,1810.699,1046,1069.996,25.32396585,294.31471451
-149.0585156937,61.9136571103,-3009557.5,753632.5,1811.356,1047,1074.232,25.26521854,294.42151725
-149.0434584523,61.8854560791,-3012897.5,753627.5,1876.406,1048,2494.084,12.91785329,177.97281238
-149.0545467645,61.9063612419,-3010422.5,753627.5,1462.724,1049,566.589,15.61528123,265.52441738
-149.0584261207,61.9136676862,-3009557.5,753627.5,1812.083,1050,1071.588,25.35150488,294.59273115
-149.0584485509,61.9137099203,-3009552.5,753627.5,1813.588,1051,1075.841,25.32931627,294.6991278
-149.0433689669,61.8854666427,-3012897.5,753622.5,1877.953,1052,2492.956,12.95727886,177.73591026
-149.0583589777,61.9137204962,-3009552.5,753622.5,1814.599,1053,1073.224,25.42733541,294.87214292
-149.0583814078,61.9137627302,-3009547.5,753622.5,1816.395,1054,1077.494,25.4172106,294.97812303
-149.0584038379,61.9138049643,-3009542.5,753622.5,1818.097,1055,1081.769,25.40296813,295.08358622
-149.0432794814,61.8854772062,-3012897.5,753617.5,1880.391,1056,2491.839,13.01611018,177.49885477
-149.0583142645,61.9138155402,-3009542.5,753617.5,1817.908,1057,1079.191,25.44780115,295.2585
-149.0431899959,61.8854877696,-3012897.5,753612.5,1881.109,1058,2490.730,13.03737431,177.26165389
-149.0539642743,61.9058016905,-3010492.5,753612.5,1439.479,1059,550.280,13.79519559,262.00678075
-149.054300531,61.9064351933,-3010417.5,753612.5,1459.916,1060,552.076,15.73540205,265.83364608
-149.0582022611,61.9137838818,-3009547.5,753612.5,1816.164,1061,1072.333,25.51396795,295.32950267
-149.0430781275,61.8854561011,-3012902.5,753607.5,1880.671,1062,2494.510,13.00874582,176.97119132
-149.0542333979,61.9064879994,-3010412.5,753607.5,1458.633,1063,547.583,15.73375502,266.10665207
-149.0581126876,61.9137944575,-3009547.5,753607.5,1816.272,1064,1069.778,25.57182963,295.50781259
-149.042988642,61.8854666644,-3012902.5,753602.5,1881.151,1065,2493.423,13.02469673,176.73418416
-149.0541662646,61.9065408054,-3010407.5,753602.5,1457.467,1066,543.145,15.74191469,266.38352648
-149.0580231141,61.9138050332,-3009547.5,753602.5,1816.756,1067,1067.241,25.64596079,295.68789949
-149.042876774,61.8854349957,-3012907.5,753597.5,1879.177,1068,2497.230,12.96250486,176.44506573
-149.0579335405,61.9138156088,-3009547.5,753597.5,1816.929,1069,1064.721,25.7063935,295.86978648
-149.0427872884,61.8854455589,-3012907.5,753592.5,1878.183,1070,2496.164,12.9461971,176.20829214
-149.0535836632,61.9058017454,-3010497.5,753592.5,1430.347,1071,530.553,13.35751481,261.68641923
-149.0578439668,61.9138261843,-3009547.5,753592.5,1816.730,1072,1062.218,25.75044944,296.05349695
-149.0578663962,61.9138684185,-3009542.5,753592.5,1817.801,1073,1066.555,25.7059191,296.15941482
-149.0579785439,61.9140795896,-3009517.5,753592.5,1825.755,1074,1088.324,25.59788189,296.68098759
-149.0580009737,61.9141218238,-3009512.5,753592.5,1827.394,1075,1092.695,25.57849162,296.78372231
-149.0426978028,61.8854561219,-3012907.5,753587.5,1877.364,1076,2495.107,12.9336331,175.97141782
-149.0577992516,61.9139212282,-3009537.5,753587.5,1818.093,1077,1068.433,25.67925491,296.45045676
-149.0578216809,61.9139634624,-3009532.5,753587.5,1818.607,1078,1072.791,25.61064311,296.55534651
-149.057911399,61.9141323994,-3009512.5,753587.5,1827.660,1079,1090.279,25.6392726,296.96957668
-149.0425859351,61.885424453,-3012912.5,753582.5,1874.499,1080,2498.951,12.85196837,175.68405898
-149.0426083171,61.8854666849,-3012907.5,753582.5,1875.905,1081,2494.061,12.90703796,175.73445081
-149.0578218243,61.9141429749,-3009512.5,753582.5,1827.426,1082,1087.882,25.67848732,297.15725643
-149.0424964495,61.8854350159,-3012912.5,753577.5,1873.187,1083,2497.916,12.82851793,175.44747576
-149.0577322495,61.9141535503,-3009512.5,753577.5,1827.372,1084,1085.502,25.72520225,297.3467845
-149.0424069638,61.8854455788,-3012912.5,753572.5,1871.054,1085,2496.890,12.7870826,175.21081798
-149.0576426746,61.9141641257,-3009512.5,753572.5,1827.364,1086,1083.140,25.77369521,297.53818411
-149.042317478,61.8854561416,-3012912.5,753567.5,1867.533,1087,2495.874,12.71521893,174.9740937
-149.0575530997,61.914174701,-3009512.5,753567.5,1826.684,1088,1080.796,25.79315103,297.7314788
-149.0575755289,61.9142169353,-3009507.5,753567.5,1826.828,1089,1085.220,25.70774729,297.83375883
-149.0422056108,61.8854244723,-3012917.5,753562.5,1862.728,1090,2499.767,12.59121237,174.68900083
-149.0574859537,61.9142275106,-3009507.5,753562.5,1825.139,1091,1082.903,25.68309842,298.02896385
-149.042116125,61.8854350349,-3012917.5,753557.5,1860.598,1092,2498.772,12.54954192,174.45264234
-149.0573963785,61.9142380858,-3009507.5,753557.5,1822.684,1093,1080.605,25.62494878,298.22610427
-149.0574188075,61.9142803201,-3009502.5,753557.5,1822.734,1094,1085.052,25.53541451,298.32781714
-149.0420266392,61.8854455975,-3012917.5,753552.5,1860.281,1095,2497.787,12.54739289,174.21624336
-149.0419371533,61.88545616,-3012917.5,753547.5,1859.787,1096,2496.811,12.54134914,173.97981192
-149.0572172279,61.914259236,-3009507.5,753547.5,1818.770,1097,1076.063,25.5497664,298.62628833
-149.0418476673,61.8854667224,-3012917.5,753542.5,1859.117,1098,2495.846,12.53138419,173.74335608
-149.0571276524,61.914269811,-3009507.5,753542.5,1818.464,1099,1073.820,25.5830112,298.82938124
-149.057150081,61.9143120454,-3009502.5,753542.5,1819.871,1100,1078.296,25.55121515,298.93098593
-149.0417358006,61.8854350527,-3012922.5,753537.5,1856.073,1101,2499.798,12.44568705,173.46115124
-149.0416463146,61.885445615,-3012922.5,753532.5,1854.199,1102,2498.853,12.40926459,173.22515221
-149.0415568285,61.8854561772,-3012922.5,753527.5,1850.850,1103,2497.918,12.34047257,172.98915449
-149.0568140695,61.9142170666,-3009517.5,753527.5,1811.629,1104,1058.210,25.61113265,299.24642715
-149.0414673424,61.8854667394,-3012922.5,753522.5,1847.369,1105,2496.993,12.26867168,172.75316608
-149.0567244941,61.9142276413,-3009517.5,753522.5,1812.796,1106,1056.024,25.70877644,299.45795811
-149.0413554761,61.8854350693,-3012927.5,753517.5,1844.951,1107,2500.994,12.19672035,172.47357628
-149.04126599,61.8854456313,-3012927.5,753512.5,1844.860,1108,2500.089,12.19900871,172.23811609
-149.0411765038,61.8854561933,-3012927.5,753507.5,1843.357,1109,2499.195,12.17031902,172.00269054
-149.0563660579,61.9140904269,-3009537.5,753507.5,1805.938,1110,1031.499,25.93155779,299.6908483
-149.0564557673,61.914259365,-3009517.5,753507.5,1817.704,1111,1049.580,26.06272208,300.10559851
-149.0564781949,61.9143015995,-3009512.5,753507.5,1819.901,1112,1054.111,26.06187497,300.20780313
-149.0411093971,61.8855089874,-3012922.5,753502.5,1843.228,1113,2493.388,12.19498144,171.80946569
-149.0563661916,61.9142699394,-3009517.5,753502.5,1820.691,1114,1047.471,26.23982041,300.32591924
-149.0410422902,61.8855617815,-3012917.5,753497.5,1843.911,1115,2487.588,12.23760569,171.61548473
-149.0562766158,61.9142805138,-3009517.5,753497.5,1823.460,1116,1045.382,26.40710462,300.54850674
-149.0562990431,61.9143227484,-3009512.5,753497.5,1825.185,1117,1049.931,26.38368736,300.65047501
-149.0409528035,61.8855723433,-3012917.5,753492.5,1845.270,1118,2486.719,12.27164093,171.37922786
-149.0562094671,61.9143333227,-3009512.5,753492.5,1826.498,1119,1047.871,26.48607207,300.87522297
-149.0408633168,61.8855829051,-3012917.5,753487.5,1844.933,1120,2485.860,12.26833119,171.14303509
-149.056119891,61.914343897,-3009512.5,753487.5,1827.219,1121,1045.830,26.56229865,301.10228329
-149.04077383,61.8855934667,-3012917.5,753482.5,1844.427,1122,2485.010,12.26126622,170.90691442
-149.0560303149,61.9143544712,-3009512.5,753482.5,1827.945,1123,1043.810,26.63848036,301.33168461
-149.0406843431,61.8856040283,-3012917.5,753477.5,1844.098,1124,2484.171,12.25802893,170.67087385
-149.0559183119,61.9143228106,-3009517.5,753477.5,1827.394,1125,1037.224,26.75984163,301.46209593
-149.0405948561,61.8856145899,-3012917.5,753472.5,1842.620,1126,2483.341,12.2294344,170.43492133
-149.0406172351,61.8856568222,-3012912.5,753472.5,1843.815,1127,2478.409,12.27942167,170.47445358
-149.0558287358,61.9143333847,-3009517.5,753472.5,1828.722,1128,1035.235,26.86261807,301.69644854
-149.040505369,61.8856251513,-3012917.5,753467.5,1840.246,1129,2482.521,12.18101609,170.19906483
-149.0557391596,61.9143439586,-3009517.5,753467.5,1827.072,1130,1033.266,26.83377515,301.93324253
-149.0404158819,61.8856357127,-3012917.5,753462.5,1836.567,1131,2481.710,12.10369397,169.96331227
-149.0556720096,61.9143967673,-3009512.5,753462.5,1824.475,1132,1035.929,26.65981453,302.27328276
-149.0403040162,61.8856040416,-3012922.5,753457.5,1831.323,1133,2485.846,11.96853538,169.68979831
-149.0555824331,61.9144073411,-3009512.5,753457.5,1823.596,1134,1034.010,26.66355919,302.51482874
-149.0402816646,61.8857413002,-3012907.5,753452.5,1827.588,1135,2470.244,11.95904178,169.56736704
-149.0554704305,61.9143756802,-3009517.5,753452.5,1823.224,1136,1027.483,26.79280419,302.65857557
-149.0402145555,61.8857940939,-3012902.5,753447.5,1828.258,1137,2464.521,12.00090568,169.36830502
-149.055380854,61.9143862539,-3009517.5,753447.5,1823.772,1138,1025.597,26.85958334,302.90543931
-149.0401250677,61.8858046551,-3012902.5,753442.5,1828.168,1139,2463.746,12.00259141,169.13153129
-149.0400579581,61.8858574488,-3012897.5,753437.5,1829.213,1140,2458.038,12.05293262,168.93137553
-149.0551792752,61.9143651663,-3009522.5,753437.5,1820.638,1141,1017.238,26.90884985,303.30681963
-149.0399684701,61.8858680099,-3012897.5,753432.5,1829.116,1142,2457.281,12.05437991,168.69438192
-149.0550672732,61.914333505,-3009527.5,753432.5,1818.864,1143,1010.751,26.97723153,303.46133566
-149.0550896986,61.9143757398,-3009522.5,753432.5,1818.173,1144,1015.406,26.83987175,303.56185415
-149.0399013601,61.8859208034,-3012892.5,753427.5,1829.262,1145,2451.589,12.08480222,168.49315016
-149.0398342498,61.885973597,-3012887.5,753422.5,1831.780,1146,2445.904,12.16843525,168.29120478
